id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap,last_updated_quote
7582,Keep4r,KP4R,keep4r,2,2020-11-03T00:00:00.000Z,"['defi', 'yield-farming']",,77606.69209518,100000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa89ac6e529acf391cfbbd377f3ac9d93eae9664e'}",1518,2021-02-16T16:54:05.000Z,11.02415583321154,113785.50848529,-1.81114673,-16.05033663,-20.40361823,855548.2673573304,2021-02-16T16:54:05.000Z
4942,Digital Gold,GOLD,digital-gold,3,2019-11-18T00:00:00.000Z,[],,13529.798,19174.673,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0d16450d347c12c086d6c94c76c5aaac35ea07e0'}",1519,2021-02-16T16:53:09.000Z,64.90494670114332,424093.72497113,-0.78223797,1.72883372,1.58205526,878150.8180672355,2021-02-16T16:53:09.000Z
819,Bean Cash,BITB,bean-cash,3,2015-02-18T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'sha-256']",50000000000.0,4031094000.0000095,4031094000.0000095,,1520,2021-02-16T16:53:07.000Z,0.00021170812136,0.04904409,-55.22713817,-56.02380826,-77.34413659,853415.3377655698,2021-02-16T16:53:07.000Z
3732,Conceal,CCX,conceal,7,2019-02-08T00:00:00.000Z,['mineable'],,9856269.0,18514406.0,,1521,2021-02-16T16:53:07.000Z,0.08647909418026,19331.95271304,1.87263586,9.47858988,14.63812948,852361.215116977,2021-02-16T16:53:07.000Z
4027,DeVault,DVT,devault,1,2019-06-19T00:00:00.000Z,['mineable'],2000000000.0,356154388.898,393845251.68,,1522,2021-02-16T16:53:08.000Z,0.00238511962631,1922.42779038,-1.31112658,-26.80491609,18.70818204,849470.8229570643,2021-02-16T16:53:08.000Z
7368,Power Index Pool Token,PIPT,power-index-pool-token,1,2020-10-10T00:00:00.000Z,['yield-farming'],,199884.0,199884.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x26607ac599266b21d13c7acf7942c7701a8b699c'}",1523,2021-02-16T16:54:04.000Z,4.23006258376173,10650.16294546,-0.87845935,-1.92819438,4.5016248,845521.8294926296,2021-02-16T16:54:04.000Z
1638,WeTrust,TRST,trust,1,2017-04-20T00:00:00.000Z,"['platform', 'smart-contracts']",100000000.0,92147500.0,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcb94be6f13a1182e4a4b6140cb7bf2025d28e41b'}",1524,2021-02-16T16:54:06.000Z,0.00915776183106,0.09146204,13.49066753,6.2411316,25.96585734,843864.8583276015,2021-02-16T16:54:06.000Z
128,Maxcoin,MAX,maxcoin,2,2014-02-12T00:00:00.000Z,"['mineable', 'hybrid-pow-pos']",100000000.0,61445805.0,61445805.0,,1525,2021-02-16T16:54:03.000Z,0.01363575360647,0.0,-0.18503951,77.84424744,21.60207854,837859.8571312024,2021-02-16T16:54:03.000Z
6865,Crypton,CRP,utopia,2,2020-09-03T00:00:00.000Z,"['mineable', 'medium-of-exchange', 'platform', 'store-of-value', 'collectibles-nfts', 'e-commerce', 'privacy', 'gaming', 'staking']",,3282615.0,3282615.0,,1526,2021-02-16T16:53:08.000Z,0.2498905410395,15.47221391,-1.78085038,8.8141177,2.64489246,820294.4383743784,2021-02-16T16:53:08.000Z
3990,Webflix Token,WFX,webflix-token,1,2019-06-04T00:00:00.000Z,[],,4074006493.170695,27000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd111BCb8C30a600c12F4AF8314235F628EA2Cb3C'}",1527,2021-02-16T16:53:09.000Z,0.00020500837884,0.0,0.02249996,-0.03440418,146.73256291,835205.4665485576,2021-02-16T16:53:09.000Z
3349,GoldenPyrex,GPYX,goldenpyrex,2,2018-10-09T00:00:00.000Z,[],,9999999.37176256,10000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3e3CdA3218212503883C79F6D2FeEF29E6Bbb87d'}",1528,2021-02-16T16:54:04.000Z,0.080814490334,1653.34819267,-14.42509187,-18.67657286,-4.91962476,808144.8525693115,2021-02-16T16:54:04.000Z
2387,Bitcoin Atom,BCA,bitcoin-atom,2,2018-01-12T00:00:00.000Z,['mineable'],21000000.0,18418931.25,21000000.0,,1529,2021-02-16T16:54:04.000Z,0.04507828151485,19.26247393,-0.85603166,-3.20300197,-23.56852756,830293.768090168,2021-02-16T16:54:04.000Z
859,Woodcoin,LOG,woodcoin,3,2015-03-23T00:00:00.000Z,"['mineable', 'pow']",,8035193.05359805,8035193.05359805,,1530,2021-02-16T16:53:08.000Z,0.10284008769511,80497.8963552,-3.80402157,-1.90005715,-8.85866952,826339.9582791622,2021-02-16T16:53:08.000Z
2255,Social Send,SEND,social-send,1,2017-12-06T00:00:00.000Z,[],,54317038.65394004,54317038.65394004,,1531,2021-02-16T16:54:04.000Z,0.01515930897837,101.52524865,-1.18923218,-8.29461964,-0.16814546,823408.7717451435,2021-02-16T16:54:04.000Z
3962,Vodi X,VDX,vodi-x,2,2019-05-23T00:00:00.000Z,[],1697703183.0,534406209.8411161,1397703182.841116,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'VDX-A17'}",1532,2021-02-16T16:53:08.000Z,0.00151046462774,4724.5083809,0.58328358,4.87309879,55.06688804,807201.6768096057,2021-02-16T16:53:08.000Z
3481,Peony,PNY,peony,4,2018-10-22T00:00:00.000Z,['mineable'],21000001.0,6664097.35164703,6664097.35164703,,1533,2021-02-16T16:54:05.000Z,0.1214512502173,17448.57472583,-1.19651771,-20.47716199,201.18013528,809362.9549273297,2021-02-16T16:54:05.000Z
3929,BQT,BQTX,bqt,2,2019-05-10T00:00:00.000Z,"['marketplace', 'payments']",,584505736.8126774,800000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9d8be94d0612170ce533ac4d7b43cc3cd91e5a1a'}",1534,2021-02-16T16:53:09.000Z,0.00137758688347,1438.71015012,-2.3169241,-2.33224035,-2.26163901,805207.4363461123,2021-02-16T16:53:09.000Z
6503,RMPL,RMPL,rmpl,1,2020-08-11T00:00:00.000Z,['rebase'],,637725.02748678,764587.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe17f017475a709de58e976081eb916081ff4c9d5'}",1535,2021-02-16T16:54:05.000Z,1.25616944370054,3551.82864217,-8.44269034,-3.17261859,18.20735563,801090.6930119799,2021-02-16T16:54:05.000Z
3016,NeuroChain,NCC,neurochain,2,2018-08-01T00:00:00.000Z,[],,440829677.3211324,657440000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5d48f293baed247a2d0189058ba37aa238bd4725'}",1536,2021-02-16T16:53:08.000Z,0.00177190478346,9559.36355335,5.04811684,20.89071784,29.02083825,781108.2139364427,2021-02-16T16:53:08.000Z
5363,Cryptobuyer,XPT,cryptobuyer,2,2020-04-02T00:00:00.000Z,[],,57282663.7929104,155254440.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x08aa0ed0040736dd28d4c8b16ab453b368248d19'}",1537,2021-02-16T16:54:04.000Z,0.01391319002823,24988.31601906,4.80829489,-1.02697967,8.75266989,796984.5866739727,2021-02-16T16:54:04.000Z
2002,TrezarCoin,TZC,trezarcoin,4,2017-09-29T00:00:00.000Z,['mineable'],400000000.0,234570950.0,246570950.0,,1538,2021-02-16T16:53:08.000Z,0.0033789322066,1802.19625743,-0.9139902,2.5399651,10.5744361,792599.3376877583,2021-02-16T16:53:08.000Z
2627,TokenPay,TPAY,tokenpay,6,2018-04-05T00:00:00.000Z,[],25000000.0,21976649.9367165,21976649.9367165,,1539,2021-02-16T16:53:07.000Z,0.03602118279607,130094.85486313,-0.43137837,-16.71565279,-27.24987846,791624.9246157053,2021-02-16T16:53:07.000Z
2669,MARK.SPACE,MRK,mark-space,1,2018-04-23T00:00:00.000Z,[],,804998349.237856,3000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf453b5b9d4e0b5c62ffb256bb2378cc2bc8e8a89'}",1540,2021-02-16T16:54:06.000Z,0.00097474846525,0.0,-1.18641188,1.70521542,4.3041307,784670.9054483837,2021-02-16T16:54:06.000Z
3505,Typerium,TYPE,typerium,6,2018-10-25T00:00:00.000Z,[],1865000000.0,1624839391.1221,1865000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xeaf61fc150cd5c3bea75744e830d916e60ea5a9f'}",1541,2021-02-16T16:54:05.000Z,0.00047884854096,29.91666032,-0.23153743,5.2785136,4.97249289,778051.9717331524,2021-02-16T16:54:05.000Z
4273,Sessia,KICKS,sessia,3,2019-08-21T00:00:00.000Z,[],,9027299.78337438,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd91a6162f146ef85922d9a15ee6eb14a00344586'}",1542,2021-02-16T16:54:04.000Z,0.08635094287295,119353.31003444,-1.32798382,-0.96922517,-8.3035802,779515.847891155,2021-02-16T16:54:04.000Z
2095,BOScoin,BOS,boscoin,2,2017-10-26T00:00:00.000Z,[],,865842500.7451003,1248426475.0,,1543,2021-02-16T16:54:03.000Z,0.0008960274108,992.99740685,-0.01197344,-1.58921157,25.57793722,775818.6141032293,2021-02-16T16:54:03.000Z
1894,The ChampCoin,TCC,the-champcoin,2,2017-08-15T00:00:00.000Z,['mineable'],,175749859.0,198824132.0,,1544,2021-02-16T16:53:08.000Z,0.00439827955724,163601.31736046,22.5727654,31.44220719,33.81670284,772997.0120275125,2021-02-16T16:53:08.000Z
3735,VegaWallet Token,VGW,vegawallet-token,1,2019-02-11T00:00:00.000Z,[],,16068000.54885,200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x94236591125e935f5ac128bb3d5062944c24958c'}",1545,2021-02-16T16:54:06.000Z,0.04825632118516,0.0,-1.19764973,1.71843636,4.32589301,775382.5952886328,2021-02-16T16:54:06.000Z
2567,DATx,DATX,datx,13,2018-03-08T00:00:00.000Z,"['marketing', 'ai-big-data']",,1391302551.3276196,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xabbbb6447b68ffd6141da77c18c7b5876ed6c5ab'}",1546,2021-02-16T16:54:05.000Z,0.00055314977188,247987.99727024,-0.75326484,4.22170287,90.25282258,769598.6888829347,2021-02-16T16:54:05.000Z
3331,CrowdWiz,WIZ,crowdwiz,1,2018-11-14T00:00:00.000Z,[],,3200209.60168389,4500346.78567065,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2f9b6779c37df5707249eeb3734bbfc94763fbe2'}",1547,2021-02-16T16:54:04.000Z,0.24,0.0,0.0,0.0,20.0,768050.3044041336,2021-02-16T16:54:04.000Z
1873,Blocktix,TIX,blocktix,1,2017-08-09T00:00:00.000Z,[],,40000000.0,62500000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xea1f346faf023f974eb5adaf088bbcdf02d761f4'}",1548,2021-02-16T16:53:09.000Z,0.01898360518897,1.04602805,-1.28784269,-5.63651694,4.18067839,759344.2075588,2021-02-16T16:53:09.000Z
3867,NeoWorld Cash,NASH,neoworld-cash,3,2019-04-16T00:00:00.000Z,[],100000000000.0,23709948545.63672,100000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4b94c8567763654101f690cf4d54957206383b75'}",1549,2021-02-16T16:53:07.000Z,3.20344736e-05,4714.46472301,-29.24439848,-37.12876682,23.23304509,759535.7207425579,2021-02-16T16:53:07.000Z
7698,CorionX,CORX,corionx,4,2020-11-17T00:00:00.000Z,[],,75257585.0,400000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x26a604DFFE3ddaB3BEE816097F81d3C4a2A4CF97'}",1550,2021-02-16T16:54:05.000Z,0.00993052601615,757552.28898654,-0.5811036,-23.13875506,-22.45198172,747347.40575512,2021-02-16T16:54:05.000Z
6894,AstroTools,ASTRO,astrotools,2,2020-09-04T00:00:00.000Z,[],5000000.0,3000000.0,5000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcbd55d4ffc43467142761a764763652b48b969ff'}",1551,2021-02-16T16:53:07.000Z,0.25059268031079,0.0,-0.8631252,-1.60418086,0.40842583,751778.04093237,2021-02-16T16:53:07.000Z
7335,FUD.finance,FUD,fudfinance,2,2020-10-08T00:00:00.000Z,['collectibles-nfts'],24000.0,22861.69773502,23620.585,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2688213fEDd489762a281a67Ae4F2295D8E17ECc'}",1552,2021-02-16T16:54:03.000Z,32.75383223110853,75977.3059919,2.26507175,-13.46929632,147.64053024,748808.212131159,2021-02-16T16:54:03.000Z
2374,BitDegree,BDG,bitdegree,2,2018-01-12T00:00:00.000Z,['education'],,384560931.030845,514800000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1961b3331969ed52770751fc718ef530838b6dee'}",1553,2021-02-16T16:54:04.000Z,0.00194090758167,1720.27464968,-1.22639335,25.13026906,47.31867844,746397.2266518411,2021-02-16T16:54:04.000Z
2867,Bittwatt,BWT,bittwatt,1,2018-06-20T00:00:00.000Z,[],,307006848.2520066,338600000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf53c580bc4065405bc649cc077ff4f2f28528f4b'}",1554,2021-02-16T16:53:07.000Z,0.00243687116313,0.0,-1.20207519,1.71782637,4.3041307,748136.1353887428,2021-02-16T16:53:07.000Z
2030,REAL,REAL,real,1,2017-10-08T00:00:00.000Z,[],,10055817.0,19717288.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9214ec02cb71cba0ada6896b8da260736a67ab10'}",1555,2021-02-16T16:53:11.000Z,0.07381715802895,392.26809559,-1.63375987,-0.41098845,8.88663022,742291.8325992019,2021-02-16T16:53:11.000Z
3719,Stably USD,USDS,stableusd,7,2019-02-05T00:00:00.000Z,"['store-of-value', 'stablecoin', 'stablecoin-asset-backed']",,647734.500116,90000615365.95412,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa4bdb11dc0a2bec88d24a3aa1e6bb17201112ebe'}",1556,2021-02-16T16:53:06.000Z,1.14019874844028,4035.85136437,-1.95376185,2.22710966,1.36979222,738546.0663538536,2021-02-16T16:53:06.000Z
4782,TurtleNetwork,TN,turtlenetwork,2,2019-11-11T00:00:00.000Z,[],,88335911.0,100000000.0,,1557,2021-02-16T16:53:07.000Z,0.00831404473288,1977.9933496,-5.13416857,9.99749462,24.28378826,734428.7155737064,2021-02-16T16:53:07.000Z
2579,ShipChain,SHIP,shipchain,2,2018-03-10T00:00:00.000Z,['logistics'],,478598259.681331,500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe25b0bba01dc5630312b6a21927e578061a13f55'}",1558,2021-02-16T16:54:05.000Z,0.00152779618696,27.97707776,-1.29716982,-1.42458751,-4.45999992,731200.5962268295,2021-02-16T16:54:05.000Z
3194,DPRating,RATING,dprating,4,2018-08-20T00:00:00.000Z,[],,2140429992.569523,9362961677.089724,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe8663a64a96169ff4d95b4299e7ae9a76b905b31'}",1559,2021-02-16T16:54:03.000Z,0.00033982748324,35985.92313142,-1.6869459,0.05630191,49.15004797,727376.937426313,2021-02-16T16:54:03.000Z
3750,eXPerience Chain,XPC,experience-chain,2,2019-02-25T00:00:00.000Z,['mineable'],,91090814961.0,113215461333.0,,1560,2021-02-16T16:53:06.000Z,7.98762646e-06,63066.95579686,-0.38780661,6.09572456,34.36574485,727599.4038454475,2021-02-16T16:53:06.000Z
4577,LunchMoney,LMY,lunchmoney,8,2020-06-29T00:00:00.000Z,['ethereum'],,79917418.92090622,189000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x66fd97a78d8854fec445cd1c80a07896b0b4851f'}",1561,2021-02-16T16:54:06.000Z,0.00908452699385,1232.10201857,-1.28953129,3.36894262,2.30796212,726011.9494657912,2021-02-16T16:54:06.000Z
2477,Nework,NKC,nework,1,2018-01-29T00:00:00.000Z,[],,147586171.921641,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5a1a29dbb6ad6153db764568c1289076bc876df6'}",1562,2021-02-16T16:54:05.000Z,0.00490855535983,10784.94808796,1.16065269,-2.1558448,8.92508281,724434.8952227627,2021-02-16T16:54:05.000Z
80,Orbitcoin,ORB,orbitcoin,1,2013-12-21T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'neoscrypt']",3770000.0,3220616.279225,3220616.279225,,1563,2021-02-16T16:54:03.000Z,0.22419214700835,0.04916267,-1.18641188,1.71782637,-1.07237088,722036.8783294964,2021-02-16T16:54:03.000Z
4775,Bancacy,BNY,bancacy,1,2019-10-13T00:00:00.000Z,[],,134373899.34078774,581059594.0988983,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x86149c67e57c749d0a12e6d6c2bf1b616619bb29'}",1564,2021-02-16T16:54:06.000Z,0.00536598992057,1.75933884,-1.37865019,-70.50045546,-69.52222688,721048.9894503548,2021-02-16T16:54:06.000Z
3137,KARMA,KARMA,karma-eos,4,2018-08-10T00:00:00.000Z,[],,5450532380.7923,8462823687.0505,"{'id': 1765, 'name': 'EOS', 'symbol': 'EOS', 'slug': 'eos', 'token_address': 'therealkarma'}",1565,2021-02-16T16:54:03.000Z,0.0001322088464,7.98132506,-32.588754,-38.86852192,-78.17518757,720608.5983303955,2021-02-16T16:54:03.000Z
1991,Rivetz,RVT,rivetz,1,2017-09-25T00:00:00.000Z,"['hardware', 'payments']",,26244468.18,200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244'}",1566,2021-02-16T16:53:10.000Z,0.02731110428589,0.0,-1.58129399,0.95034847,8.52100261,716765.4073917017,2021-02-16T16:53:10.000Z
5972,TrustDAO,TRUST,trustdao,1,2020-07-31T00:00:00.000Z,[],58411450.0,18123678.6179,40346647.6179,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x57700244B20f84799a31c6C96DadFF373ca9D6c5'}",1567,2021-02-16T16:53:07.000Z,0.03945442725407,10742.29792919,-0.88167785,-7.27884444,66.67911601,715059.3596060794,2021-02-16T16:53:07.000Z
3944,Artfinity,AT,artfinity,2,2019-05-17T00:00:00.000Z,"['art', 'collectibles-nfts', 'data-provenance']",,124689206.68817997,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe54b3458c47e44c37a267e7c633afef88287c294'}",1568,2021-02-16T16:53:08.000Z,0.0056987329112,0.0,0.02619376,-17.40554621,-38.96803193,710570.4858253503,2021-02-16T16:53:08.000Z
4097,x42 Protocol,X42,x42-protocol,2,2019-09-20T00:00:00.000Z,[],42000000.0,19392133.19694964,20055786.0,,1569,2021-02-16T16:54:02.000Z,0.03670153754856,2322.91358142,3.18577978,-0.41330613,60.30774102,711721.104674524,2021-02-16T16:54:02.000Z
5831,Pizza,PIZZA,pizza,2,2020-07-27T00:00:00.000Z,[],1000000000.0,30976127.9757,1000000000.0,"{'id': 1765, 'name': 'EOS', 'symbol': 'EOS', 'slug': 'eos', 'token_address': 'pizzatotoken'}",1570,2021-02-16T16:53:08.000Z,0.02277303360577,1392.66471569,-4.67162533,-2.09593398,25.99739832,705420.4033672484,2021-02-16T16:53:08.000Z
3439,iDealCash,DEAL,idealcash,1,2018-10-12T00:00:00.000Z,['mineable'],,1446608661.7122302,1446609103.2745714,,1571,2021-02-16T16:54:04.000Z,0.00048743758773,0.00486399,-1.19764973,1.71843636,4.31768948,705131.4364543331,2021-02-16T16:54:04.000Z
4712,AmonD,AMON,amond,2,2019-09-28T00:00:00.000Z,['payments'],,793391114.8505,7600000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x00059ae69c1622a7542edc15e8d17b060fe307b6'}",1572,2021-02-16T16:54:06.000Z,0.00088647442839,43178.06448182,-0.58945193,-4.90963474,-5.12178482,703320.9350268018,2021-02-16T16:54:06.000Z
2209,Ink,INK,ink,10,2017-11-20T00:00:00.000Z,"['services', 'identity']",1000000000.0,463910526.92,1000000000.0,,1573,2021-02-16T16:54:03.000Z,0.00118562541288,87451.12864461,-17.16061836,-14.99541381,44.87791601,550024.1100189034,2021-02-16T16:54:03.000Z
3140,Ubex,UBEX,ubex,13,2018-08-13T00:00:00.000Z,[],,3343945627.6663256,3961564379.7873,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6704b673c70de9bf74c8fba4b4bd748f0e2190e1'}",1574,2021-02-16T16:54:03.000Z,0.00020892168031,20372.02428547,-2.73892058,7.64230018,-2.50188473,698622.7393973264,2021-02-16T16:54:03.000Z
10,Freicoin,FRC,freicoin,1,2013-05-03T00:00:00.000Z,"['mineable', 'pow', 'sha-256']",,57278576.44018198,100000000.0,,1575,2021-02-16T16:54:02.000Z,0.01218593969322,60.85647093,-1.19764973,1.74483983,0.31335867,697993.2782135495,2021-02-16T16:54:02.000Z
4991,Lightstreams,PHT,lightstreams,2,2019-12-02T00:00:00.000Z,[],300000000.0,46095991.787426,300000000.0,,1576,2021-02-16T16:53:09.000Z,0.01495033295708,3320.0305189,1.0148713,-10.27878704,-21.7041603,689150.425208844,2021-02-16T16:53:09.000Z
6890,TON Token,TON,tontoken,3,2020-09-04T00:00:00.000Z,[],400000000.0,44827684.8,400000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6a6c2ada3ce053561c2fbc3ee211f23d9b8c520a'}",1577,2021-02-16T16:53:07.000Z,0.01534186488594,69526.36642098,3.33080233,1.65725653,19.88401024,687740.2833511062,2021-02-16T16:53:07.000Z
2528,Dether,DTH,dether,2,2018-02-15T00:00:00.000Z,"['marketplace', 'mobile', 'payments']",,85000000.0,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5adc961d6ac3f7062d2ea45fefb8d8167d44b190'}",1578,2021-02-16T16:54:05.000Z,0.00806444254657,547.42349172,-7.42580522,-9.21745356,-19.06906791,685477.6164584501,2021-02-16T16:54:05.000Z
2126,FlypMe,FYP,flypme,3,2017-10-31T00:00:00.000Z,"['marketplace', 'wallet']",,17638681.0,35277362.7186,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8f0921f30555624143d427b340b1156914882c10'}",1579,2021-02-16T16:54:03.000Z,0.03885905727496,12153.36430762,-4.58513883,-21.3992177,-20.17023632,685422.5152337487,2021-02-16T16:54:03.000Z
2136,ATLANT,ATL,atlant,2,2017-11-01T00:00:00.000Z,['real-estate'],54175041.0,54175040.67775489,54175040.67775495,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x78b7fada55a64dd895d8c8c35779dd8b67fa8a05'}",1580,2021-02-16T16:54:03.000Z,0.01261597680299,0.0,-1.27372656,-0.09467844,19.7641977,683471.0564915953,2021-02-16T16:54:03.000Z
2978,AceD,ACED,aced,2,2018-07-30T00:00:00.000Z,[],200000000.0,199475507.2,200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4b3a0c6d668b43f3f07904e124328659b90bb4ca'}",1581,2021-02-16T16:53:08.000Z,0.00341161962839,37.48045093,-1.18641188,-10.96819514,-43.81669754,680534.5557465707,2021-02-16T16:53:08.000Z
2968,Bridge Protocol,BRDG,bridge-protocol,4,2018-07-25T00:00:00.000Z,[],,224088259.22,450000000.0,"{'id': 1376, 'name': 'Neo', 'symbol': 'NEO', 'slug': 'neo', 'token_address': 'bac0d143a547dc66a1d6a2b7d66b06de42614971'}",1582,2021-02-16T16:53:08.000Z,0.00303144024092,230.54354498,-0.6722306,-10.94854122,3.60289074,679310.1665172202,2021-02-16T16:53:08.000Z
7560,Fundamenta,FMTA,fundamenta,3,2020-10-30T00:00:00.000Z,[],,875635.0,18546334.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xaa9d866666c2a3748d6b23ff69e63e52f08d9ab4'}",1583,2021-02-16T16:54:05.000Z,0.77443014327318,2660184.90498655,-0.96491018,22.34666025,269.37472579,678118.138505011,2021-02-16T16:54:05.000Z
3488,Gravity,GZRO,gravity,2,2018-10-23T00:00:00.000Z,['mineable'],6200000000.0,1385822755.8727539,2405822755.8747544,,1584,2021-02-16T16:54:05.000Z,0.00048737423263,0.0,-1.18641188,1.73161547,4.31233317,675414.3022046753,2021-02-16T16:54:05.000Z
3715,Cajutel,CAJ,cajutel,2,2019-01-31T00:00:00.000Z,['platform'],,1352388.80828916,1780000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3c6a7ab47b5f058be0e7c7fe1a4b7925b8aca40e'}",1585,2021-02-16T16:54:06.000Z,0.49277293407587,4171.98783394,-1.18913181,-81.70225334,392.79672035,666420.6010720186,2021-02-16T16:54:06.000Z
2105,Pirl,PIRL,pirl,4,2017-10-27T00:00:00.000Z,['mineable'],156306732.71,84593637.2,84593637.2,,1586,2021-02-16T16:54:02.000Z,0.00786197750478,603.93935763,-1.19764973,9.37578863,-37.68293709,665073.2727139206,2021-02-16T16:54:02.000Z
5272,Okschain,OKS,okschain,3,2020-03-09T00:00:00.000Z,[],17360000000.0,1135330000.0,14680424808.7464,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7b68d272eda2185ea2f9283f241b1c44c51e712a'}",1587,2021-02-16T16:54:03.000Z,0.00058492510527,56.97112351,-1.19764973,10.99437073,-21.75558024,664083.019766189,2021-02-16T16:54:03.000Z
